Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
KCNN2	"hSK2, KCa2.2"	ENSG00000080709	"Potassium calcium-activated channel subfamily N member 2"	Q9H2S1	5	114055926-114496500	"Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted membrane proteins, Transporters, Voltage-gated ion channels"	"Ion transport, Transport"	"Calmodulin-binding, Ion channel"	"Disease variant, Dystonia, FDA approved drug targets, Intellectual disability"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"adrenal gland: 20.1;liver: 31.1"	"Cell type enhanced"	"Detected in many"		"Astrocytes: 34.4;Excitatory neurons: 145.1;Inhibitory neurons: 93.0;Oligodendrocyte precursor cells: 59.4;Prostatic glandular cells: 30.0"	"Cell type enhanced"	"Detected in all"		"hippocampal CA1-3: 649.6"	"Group enriched"	"Detected in many"	7	"Glioblastoma Multiforme (TCGA): 10.7;Prostate Adenocarcinoma (TCGA): 37.2;Skin Cuteneous Melanoma (TCGA): 10.4"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"prostate cancer: 28.6;skin cancer: 8.3"	"Adrenal gland - Adrenal cortex cells, Heart muscle - Cardiomyocytes, Liver - Hepatocytes, Testis - Spermatogonia"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA038221	Uncertain		Uncertain	"Nucleoplasm,Plasma membrane"			NA	NA				"Cluster 69: Liver - Oxidoreductase activity"	"Cluster 29: Forebrain - Mixed function"	"Cluster 14: Myeloid leukemia - Innate immune response"	"Cluster 65: Neurons - Synaptic function"	1	"Nucleoplasm, Plasma membrane"		"HPA038221: AB_10673044"	"unprognostic (1.94e-1)"	"unprognostic (1.98e-3)"	"unprognostic (1.37e-1)"			"unprognostic (9.59e-2)"	"unprognostic (4.45e-2)"	"unprognostic (1.82e-1)"			"potential prognostic favorable (1.11e-4)"	"unprognostic (2.01e-2)"		"unprognostic (9.68e-2)"	"unprognostic (1.73e-1)"	"unprognostic (2.24e-1)"	"unprognostic (8.46e-3)"	"unprognostic (1.66e-1)"	"unprognostic (8.47e-2)"			"unprognostic (8.82e-2)"	"unprognostic (1.38e-2)"	"unprognostic (5.36e-2)"		"unprognostic (6.18e-2)"	"unprognostic (3.25e-2)"		"unprognostic (1.76e-1)"		"unprognostic (1.50e-1)"
KCNN3	"hSK3, KCa2.3, SKCA3"	ENSG00000143603	"Potassium calcium-activated channel subfamily N member 3"	Q9UGI6	1	154697455-154870281	"Disease related genes, FDA approved drug targets, Human disease related genes, Predicted membrane proteins, Transporters, Voltage-gated ion channels"	"Ion transport, Transport"	"Calmodulin-binding, Ion channel"	"Disease variant, FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 14.3"	"Cell type enhanced"	"Detected in many"		"Astrocytes: 160.1;Ciliated cells: 28.9;Lymphatic endothelial cells: 51.8;Plasma cells: 40.5;Skeletal myocytes: 84.9"	"Cell type enhanced"	"Detected in all"		"astrocyte: 617.3;ependymal cell: 350.8"	"Cancer enhanced"	"Detected in many"		"Glioblastoma Multiforme (TCGA): 10.1"	"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in some"		"basophil: 4.7;memory B-cell: 2.6"	"Group enriched"	"Detected in many"	12	"B-cells: 2.6;granulocytes: 4.7;monocytes: 1.4"	"Group enriched"	"Detected in some"	5	"lymphoma: 18.8;Myeloma: 37.2"	"Adipose subcutaneous - Smooth muscle cells, Colon - Enteric glia cells, Heart muscle - Fibroblasts"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"HPA017990, HPA057127"	Enhanced		Approved	"Plasma membrane,Cytosol"			NA	NA			"Cluster 23: B-cells - Immunoglobulins"	"Cluster 33: Brain - Neuronal signaling"	"Cluster 19: Astrocytes - Mixed function"	"Cluster 51: Myeloma - Immunoglobulins"	"Cluster 54: Lymphatic endothelial cells - Lymph vessel development"		"Plasma membrane, Cytosol"		"HPA017990: AB_2669730, HPA057127: AB_2683345"	"unprognostic (1.57e-1)"	"unprognostic (9.17e-2)"	"unprognostic (1.04e-1)"	"unprognostic (2.40e-1)"		"unprognostic (2.06e-1)"	"unprognostic (1.29e-1)"	"potential prognostic favorable (4.11e-4)"	"unprognostic (3.52e-2)"	"unprognostic (2.34e-1)"	"validated prognostic favorable (1.10e-8)"	"validated prognostic favorable (7.85e-6)"				"unprognostic (9.14e-2)"	"unprognostic (9.51e-2)"	"unprognostic (3.92e-2)"	"unprognostic (5.45e-2)"	"unprognostic (4.40e-3)"		"unprognostic (2.64e-3)"	"unprognostic (1.49e-2)"			"unprognostic (3.86e-2)"		"unprognostic (6.89e-2)"	"unprognostic (4.23e-2)"	"unprognostic (1.37e-1)"	"unprognostic (2.47e-2)"
KCNN4	"hIKCa1, hKCa4, hSK4, IK, KCa3.1"	ENSG00000104783	"Potassium calcium-activated channel subfamily N member 4"	O15554	19	43766533-43780976	"Disease related genes, FDA approved drug targets, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins, Transporters, Voltage-gated ion channels"	"Immunity, Ion transport, Transport"	"Calmodulin-binding, Ion channel"	"Disease variant, FDA approved drug targets, Hereditary hemolytic anemia"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"salivary gland: 122.7"	"Group enriched"	"Detected in many"	5	"Cytotrophoblasts: 223.3;Syncytiotrophoblasts: 783.0"	"Cell type enhanced"	"Detected in many"		"central nervous system macrophage: 11.0;leukocyte: 9.5"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in many"			"Breast - Breast glandular cells (progenitors), Minor Salivary Gland - Minor salivary glandular cells, Skin - Eccrine sweat gland cells, Spleen - B-cells (Spleen), Stomach - Gastric mucous cells"	"Region enhanced"	"Detected in single"		"olfactory bulb: 1.9"	"Not detected"	"Not detected"			"HPA013367, HPA053841, HPA059622"	Approved		Approved	"Plasma membrane,Cytosol"			NA	NA			"Cluster 14: Non-specific - Unknown function"	"Cluster 48: Stomach - Proteolysis"	"Cluster 20: Macrophages & Microglia - Immune response"	"Cluster 69: Skin cancer - ECM organization"	"Cluster 27: Syncytiotrophoblasts - Pregnancy"	40	"Plasma membrane, Cytosol"		"HPA013367: , HPA053841: AB_2682278, HPA059622: AB_2684085"	"unprognostic (4.27e-3)"	"unprognostic (4.76e-3)"	"unprognostic (5.18e-2)"	"unprognostic (1.70e-3)"	"unprognostic (7.19e-2)"	"unprognostic (2.16e-1)"	"unprognostic (3.79e-3)"	"unprognostic (2.44e-1)"	"unprognostic (1.30e-2)"	"unprognostic (9.87e-2)"	"validated prognostic unfavorable (1.54e-5)"	"validated prognostic unfavorable (1.44e-4)"	"unprognostic (1.87e-3)"	"unprognostic (2.28e-1)"	"unprognostic (1.72e-1)"	"unprognostic (4.97e-3)"	"unprognostic (4.10e-2)"	"unprognostic (1.28e-2)"	"unprognostic (3.02e-2)"	"unprognostic (9.67e-2)"	"unprognostic (3.70e-1)"	"potential prognostic unfavorable (9.06e-5)"	"unprognostic (4.22e-1)"	"unprognostic (8.41e-3)"	"unprognostic (1.72e-1)"	"unprognostic (2.20e-1)"	"unprognostic (4.69e-3)"	"unprognostic (3.00e-2)"	"unprognostic (2.42e-1)"	"unprognostic (1.29e-1)"	"unprognostic (4.47e-3)"
KCNQ1	"JLNS1, KCNA8, KCNA9, Kv7.1, KVLQT1, LQT, LQT1"	ENSG00000053918	"Potassium voltage-gated channel subfamily Q member 1"	P51787	11	2444684-2849105	"Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters, Voltage-gated ion channels"	"Ion transport, Potassium transport, Transport"	"Calmodulin-binding, Ion channel, Potassium channel, Voltage-gated channel"	"Atrial fibrillation, Deafness, Diabetes mellitus, Disease variant, FDA approved drug targets, Long QT syndrome, Short QT syndrome"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"adrenal gland: 191.0;stomach 1: 96.2"	"Cell type enhanced"	"Detected in many"		"Microglial cells: 68.0"	"Cell type enhanced"	"Detected in all"		"central nervous system macrophage: 392.3"	"Cancer enhanced"	"Detected in all"		"Kidney Chromophobe (TCGA): 119.6"	"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in many"			"Cancer enhanced"	"Detected in many"		"colorectal cancer: 32.2;Gastric cancer: 20.3"	"Adipose subcutaneous - Macrophages, Adipose visceral - Macrophages, Skeletal muscle - Macrophages, Spleen - Macrophages, Stomach - Parietal cells, Thyroid gland - Thyroid glandular cells"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"HPA011306, HPA048553, HPA071107"	Enhanced		Enhanced	"Endoplasmic reticulum,Plasma membrane,Cytosol"			NA	NA			"Cluster 2: Dendritic cells - Unknown function"	"Cluster 24: Parathyroid gland - Vesicular transport"	"Cluster 20: Macrophages & Microglia - Immune response"	"Cluster 57: Stomach & Colon cancer - Digestion"	"Cluster 16: Intestinal goblet cells - Mucin production"	9	"Endoplasmic reticulum"	"Plasma membrane, Cytosol"	"HPA011306: , HPA048553: AB_2680438, HPA071107: "	"unprognostic (1.69e-3)"	"unprognostic (3.84e-1)"	"unprognostic (2.52e-1)"	"unprognostic (1.35e-1)"	"unprognostic (1.75e-1)"	"unprognostic (4.83e-2)"	"unprognostic (2.19e-1)"	"unprognostic (1.57e-1)"	"unprognostic (1.59e-1)"	"unprognostic (9.76e-2)"	"potential prognostic favorable (9.37e-5)"	"unprognostic (1.16e-3)"	"unprognostic (9.03e-2)"	"unprognostic (1.29e-1)"	"unprognostic (1.49e-1)"	"unprognostic (3.50e-3)"	"unprognostic (3.22e-2)"	"unprognostic (2.05e-3)"	"unprognostic (4.64e-1)"	"unprognostic (6.94e-2)"	"unprognostic (1.78e-1)"	"unprognostic (6.88e-2)"	"unprognostic (9.32e-2)"	"unprognostic (1.53e-1)"	"unprognostic (1.22e-1)"	"unprognostic (7.87e-3)"	"unprognostic (8.78e-3)"	"unprognostic (4.42e-3)"	"unprognostic (1.75e-2)"	"unprognostic (1.29e-1)"	"unprognostic (4.41e-2)"
KCNQ2	"BFNC, EBN, EBN1, ENB1, HNSPC, KCNA11, Kv7.2"	ENSG00000075043	"Potassium voltage-gated channel subfamily Q member 2"	O43526	20	63400208-63472677	"Disease related genes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters, Voltage-gated ion channels"	"Ion transport, Potassium transport, Transport"	"Ion channel, Potassium channel, Voltage-gated channel"	"Disease variant, Epilepsy, Intellectual disability"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	7	"brain: 136.8"	"Group enriched"	"Detected in some"	5	"Early spermatids: 19.5;Excitatory neurons: 59.7;Horizontal cells: 30.2;Inhibitory neurons: 35.9;Oligodendrocyte precursor cells: 47.6;Spermatogonia: 31.1"	"Low cell type specificity"	"Detected in all"			"Cancer enriched"	"Detected in some"	10	"Glioblastoma Multiforme (TCGA): 38.2"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"cervical cancer: 18.5;Neuroblastoma: 51.2"	"Adrenal gland - Adrenal medulla cells, Colon - Colon enteroendocrine cells, Pancreas - Beta cells, Pituitary gland - Thyrotropes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA016642, HPA057112"	Enhanced		Approved	"Endoplasmic reticulum"			NA	NA			"Cluster 9: T-regs - Cell cycle regulation"	"Cluster 22: Brain - Synaptic signal transduction"	"Cluster 51: Neurons - Mixed function"	"Cluster 17: Neuroblastoma - Neuronal signaling"	"Cluster 34: Neurons - Neuronal signaling"	2	"Endoplasmic reticulum"		"HPA016642: AB_1855555, HPA057112: AB_2683339"							"unprognostic (1.34e-1)"	"unprognostic (1.51e-2)"																"unprognostic (5.51e-2)"					"unprognostic (2.21e-1)"		"unprognostic (3.47e-2)"
KCNQ3	"EBN2, Kv7.3"	ENSG00000184156	"Potassium voltage-gated channel subfamily Q member 3"	O43525	8	132120859-132481095	"Disease related genes, Human disease related genes, Potential drug targets, Predicted membrane proteins, Transporters, Voltage-gated ion channels"	"Ion transport, Potassium transport, Transport"	"Ion channel, Potassium channel, Voltage-gated channel"	"Disease variant, Epilepsy"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	6	"brain: 16.1"	"Group enriched"	"Detected in many"	4	"Excitatory neurons: 484.5;Inhibitory neurons: 464.3;Microglial cells: 479.5"	"Cell type enhanced"	"Detected in all"		"central nervous system macrophage: 2585.5"	"Cancer enhanced"	"Detected in many"		"Lung Adenocarcinoma (TCGA): 5.0;Thyroid Carcinoma (TCGA): 4.7"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in some"			"Colon - Colon enteroendocrine cells, Lung - Alveolar cells type 2"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"										NA	NA				"Cluster 33: Brain - Neuronal signaling"	"Cluster 38: Sub-cortical - Mixed function"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 65: Neurons - Synaptic function"	1					"unprognostic (2.08e-1)"	"unprognostic (1.12e-3)"				"unprognostic (3.22e-1)"	"unprognostic (6.14e-2)"			"unprognostic (2.55e-2)"	"unprognostic (1.38e-1)"	"unprognostic (1.94e-1)"			"unprognostic (5.54e-3)"	"unprognostic (8.75e-3)"		"unprognostic (1.34e-1)"			"unprognostic (1.05e-1)"	"unprognostic (1.89e-2)"							"unprognostic (9.82e-2)"	
KCNQ4	"DFNA2, Kv7.4"	ENSG00000117013	"Potassium voltage-gated channel subfamily Q member 4"	P56696	1	40783787-40840452	"Disease related genes, Human disease related genes, Potential drug targets, Predicted membrane proteins, Transporters, Voltage-gated ion channels"	"Hearing, Ion transport, Potassium transport, Transport"	"Ion channel, Potassium channel, Voltage-gated channel"	"Deafness, Disease variant, Non-syndromic deafness"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"intestine: 5.2"	"Cell type enhanced"	"Detected in some"		"Excitatory neurons: 4.9;Inhibitory neurons: 9.3;Muller glia cells: 3.4;Skeletal myocytes: 5.9;Smooth muscle cells: 3.6"	"Low cell type specificity"	"Detected in many"			"Low cancer specificity"	"Detected in some"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in some"			"Adipose subcutaneous - Smooth muscle cells, Adipose visceral - Smooth muscle cells, Prostate - Smooth muscle cells, Thyroid gland - Smooth muscle cells"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			HPA018305	Uncertain						NA	NA				"Cluster 41: Smooth muscle tissue - ECM organization"	"Cluster 23: Choroid plexus - Mixed function"	"Cluster 24: Non-specific - Unknown function"	"Cluster 65: Neurons - Synaptic function"				"HPA018305: AB_1855556"			"unprognostic (3.66e-2)"			"unprognostic (3.11e-1)"		"unprognostic (1.87e-1)"												"unprognostic (1.55e-1)"	"unprognostic (1.88e-1)"		"unprognostic (4.57e-2)"			"unprognostic (2.22e-2)"		"unprognostic (1.23e-1)"			
KCNQ5	Kv7.5	ENSG00000185760	"Potassium voltage-gated channel subfamily Q member 5"	Q9NR82	6	72621792-73198853	"Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Voltage-gated ion channels"	"Ion transport, Potassium transport, Transport"	"Ion channel, Potassium channel, Voltage-gated channel"	"Disease variant, Intellectual disability"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"brain: 18.2;skeletal muscle: 15.7;tongue: 11.3"	"Group enriched"	"Detected in some"	12	"Excitatory neurons: 2066.7;Inhibitory neurons: 827.2"	"Cell type enhanced"	"Detected in all"		"lower rhombic lip: 5906.4"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Colon - Colon enteroendocrine cells, Spleen - B-cells (Spleen), Testis - Early spermatids, Testis - Late spermatids"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			HPA016655	Approved		Uncertain	"Cytoplasmic bodies"			NA	NA				"Cluster 54: Non-specific - Basic cellular processes"	"Cluster 24: Neurons - Mixed function"	"Cluster 47: Leukemia - Hemostasis"	"Cluster 34: Neurons - Neuronal signaling"		"Cytoplasmic bodies"		"HPA016655: AB_1855557"	"unprognostic (1.25e-1)"	"unprognostic (1.60e-1)"	"unprognostic (1.09e-1)"				"unprognostic (1.22e-1)"	"unprognostic (1.55e-2)"	"unprognostic (2.17e-3)"							"unprognostic (2.05e-2)"	"potential prognostic unfavorable (2.65e-5)"	"unprognostic (4.10e-3)"	"unprognostic (2.60e-1)"								"unprognostic (1.15e-2)"			"unprognostic (3.45e-2)"	
KCNS1	Kv9.1	ENSG00000124134	"Potassium voltage-gated channel modifier subfamily S member 1"	Q96KK3	20	45091214-45101127	"Predicted membrane proteins, Transporters, Voltage-gated ion channels"	"Ion transport, Potassium transport, Transport"	"Ion channel, Potassium channel, Voltage-gated channel"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	10	"brain: 26.8"	"Group enriched"	"Detected in some"	4	"Alveolar cells type 2: 2.5;Cholangiocytes: 5.7;Excitatory neurons: 6.0"	"Cell type enhanced"	"Detected in some"		"upper-layer intratelencephalic: 6.1"	"Cancer enhanced"	"Detected in many"		"Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA): 9.5"	"Region enhanced"	"Detected in all"		"cerebral cortex: 58.0"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in some"	6	"cervical cancer: 11.4;thyroid cancer: 4.0"	"Pituitary gland - Gonadotropes, Skin - Keratinocyte (other), Testis - Spermatogonia"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			HPA043351			Approved	"Nucleoplasm,Vesicles,Plasma membrane"			NA	NA				"Cluster 61: Brain - Neuronal signaling"	"Cluster 53: Neurons - Mixed function"	"Cluster 4: Non-specific - Transcription"	"Cluster 34: Neurons - Neuronal signaling"		"Vesicles, Plasma membrane"	Nucleoplasm	"HPA043351: "	"unprognostic (5.30e-2)"			"unprognostic (5.09e-3)"			"unprognostic (6.35e-3)"	"unprognostic (2.08e-3)"	"unprognostic (1.14e-2)"		"potential prognostic unfavorable (2.09e-8)"	"unprognostic (2.30e-3)"	"unprognostic (1.21e-3)"							"potential prognostic unfavorable (3.45e-4)"	"unprognostic (1.59e-1)"	"unprognostic (5.57e-2)"	"unprognostic (2.90e-1)"				"unprognostic (2.09e-1)"		"unprognostic (3.33e-1)"		
KCNS2	Kv9.2	ENSG00000156486	"Potassium voltage-gated channel modifier subfamily S member 2"	Q9ULS6	8	98426958-98432853	"Predicted membrane proteins, Transporters, Voltage-gated ion channels"	"Ion transport, Potassium transport, Transport"	"Ion channel, Potassium channel, Voltage-gated channel"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"brain: 4.1"	"Cell type enhanced"	"Detected in some"		"Endometrial stromal cells: 2.9;Excitatory neurons: 4.3;Horizontal cells: 3.1;Inhibitory neurons: 1.6;Leydig cells: 1.4"	"Low cell type specificity"	"Detected in many"			"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in single"		"Kidney cancer: 1.3"	"Pituitary gland - Somatotropes, Spleen - Smooth muscle cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA051417	Uncertain						NA	NA				"Cluster 61: Brain - Neuronal signaling"	"Cluster 53: Neurons - Mixed function"	"Cluster 11: Neuronal - Sensory perception"	"Cluster 9: Endometrial stromal cells - Transcription"	3			"HPA051417: AB_2681478"								"unprognostic (2.82e-1)"																							
KCNS3	Kv9.3	ENSG00000170745	"Potassium voltage-gated channel modifier subfamily S member 3"	Q9BQ31	2	17877847-18361616	"Predicted intracellular proteins, Predicted membrane proteins, Transporters, Voltage-gated ion channels"	"Ion transport, Potassium transport, Transport"	"Ion channel, Potassium channel, Voltage-gated channel"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"skeletal muscle: 83.0;tongue: 43.8"	"Cell type enhanced"	"Detected in many"		"Skeletal myocytes: 32.2"	"Cell type enhanced"	"Detected in many"		"committed oligodendrocyte precursor: 165.1;MGE interneuron: 103.0"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Heart muscle - Fibroblasts, Spleen - Fibroblast_1, Testis - Sertoli cells"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			HPA014864	Approved		Supported	"Golgi apparatus,Plasma membrane,Cytosol"			NA	NA				"Cluster 14: Skeletal muscle - Muscle contraction"	"Cluster 49: Hindbrain - Mixed function"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 50: Connective tissue cells - ECM organization"		Cytosol	"Golgi apparatus, Plasma membrane"	"HPA014864: AB_1852155"	"potential prognostic favorable (6.40e-4)"	"unprognostic (1.18e-2)"	"unprognostic (3.18e-1)"	"unprognostic (8.01e-2)"	"unprognostic (3.59e-1)"	"unprognostic (8.00e-3)"	"unprognostic (3.61e-1)"	"unprognostic (2.67e-2)"	"unprognostic (1.78e-2)"	"unprognostic (1.59e-2)"	"unprognostic (2.91e-1)"	"unprognostic (1.17e-1)"	"unprognostic (1.91e-2)"	"unprognostic (2.31e-1)"	"unprognostic (4.21e-2)"	"unprognostic (3.73e-1)"	"unprognostic (1.26e-1)"	"unprognostic (3.12e-2)"	"unprognostic (1.16e-1)"	"unprognostic (1.51e-1)"	"unprognostic (1.92e-1)"	"unprognostic (4.80e-2)"	"unprognostic (7.69e-2)"	"unprognostic (1.95e-1)"	"unprognostic (3.63e-1)"	"unprognostic (6.31e-2)"	"unprognostic (2.47e-2)"	"unprognostic (8.32e-3)"	"unprognostic (2.78e-1)"	"unprognostic (2.52e-1)"	"unprognostic (4.17e-2)"
