Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
SERPINC1	"AT3, ATIII, MGC22579"	ENSG00000117601	"Serpin family C member 1"	P01008	1	173903800-173917327	"Candidate cardiovascular disease genes, Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted secreted proteins"	"Blood coagulation, Hemostasis"	"Heparin-binding, Protease inhibitor, Serine protease inhibitor"	"Disease variant, FDA approved drug targets, Thrombophilia"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	1350	"liver: 4902.3"	"Cell type enriched"	"Detected in some"	36	"Hepatocytes: 2537.3"	"Not detected"	"Not detected"			"Cancer enriched"	"Detected in some"	629	"Liver Hepatocellular Carcinoma (TCGA): 2227.0"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in some"	4	"Gastric cancer: 1.6;liver cancer: 5.7"	"Kidney - Proximal tubular cells, Liver - Hepatocytes"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"HPA001816, CAB016790, HPA024007"	Supported				"Secreted to blood"	"Blood coagulation"	NA	NA		110000000000		"Cluster 31: Liver - Plasma proteins"		"Cluster 18: Liver cancer - Metabolism"	"Cluster 43: Hepatocytes - Metabolism"				"CAB016790: , HPA001816: AB_1079926, HPA024007: AB_1856732"			"unprognostic (4.53e-2)"								"unprognostic (4.40e-2)"			"validated prognostic favorable (3.41e-5)"	"validated prognostic favorable (4.37e-5)"														"unprognostic (6.24e-2)"		
SERPIND1	"D22S673, HC-II, HC2, HCF2, HLS2"	ENSG00000099937	"Serpin family D member 1"	P05546	22	20774113-20787720	"Candidate cardiovascular disease genes, Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted secreted proteins"	"Blood coagulation, Chemotaxis, Hemostasis"	"Heparin-binding, Protease inhibitor, Serine protease inhibitor"	"Disease variant, FDA approved drug targets, Thrombophilia"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	5	"liver: 1214.6"	"Cell type enriched"	"Detected in some"	13	"Hepatocytes: 238.0"	"Cell type enhanced"	"Detected in all"		"choroid plexus epithelial cell: 13.3"	"Cancer enriched"	"Detected in many"	44	"Liver Hepatocellular Carcinoma (TCGA): 487.1"	"Region enriched"	"Detected in all"	21	"choroid plexus: 191.0"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in many"	15	"liver cancer: 30.6;ovarian cancer: 66.9"	"Liver - Hepatocytes, Thyroid gland - Fibroblasts"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in some"			"CAB008639, HPA055767"	Supported		Approved	Vesicles	"Secreted to blood"	"Blood coagulation"	NA	NA		40000000000	"Cluster 30: Non-specific - DNA binding"	"Cluster 31: Liver - Plasma proteins"	"Cluster 36: Choroid plexus - Mixed function"	"Cluster 66: Non-specific - Mitochondria"	"Cluster 62: Hepatocytes - Metabolism"	4	Vesicles		"CAB008639: AB_1618010, HPA055767: AB_2682912"					"unprognostic (1.60e-2)"	"unprognostic (5.58e-3)"					"potential prognostic unfavorable (8.85e-4)"			"unprognostic (1.08e-2)"	"unprognostic (1.40e-1)"	"unprognostic (1.04e-2)"	"unprognostic (1.09e-1)"	"potential prognostic unfavorable (2.39e-4)"	"unprognostic (2.85e-1)"			"unprognostic (2.59e-2)"	"unprognostic (8.58e-3)"		"unprognostic (2.06e-1)"	"unprognostic (1.45e-1)"		"unprognostic (1.19e-1)"	"unprognostic (5.35e-2)"		
SERPINE1	"PAI, PAI1, PLANH1"	ENSG00000106366	"Serpin family E member 1"	P05121	7	101127104-101139247	"Cancer-related genes, Candidate cardiovascular disease genes, Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted secreted proteins"		"Protease inhibitor, Serine protease inhibitor"	"Cancer-related genes, FDA approved drug targets"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"gallbladder: 348.4;placenta: 403.7"	"Cell type enhanced"	"Detected in many"		"Fibroblasts: 212.1;Ovarian stromal cells: 138.1;Pancreatic endocrine cells: 466.9;Syncytiotrophoblasts: 739.0"	"Group enriched"	"Detected in many"	4	"central nervous system macrophage: 99.2;endothelial cell: 130.2"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enriched"	"Detected in single"	25	"NK-cell: 9.5"	"Lineage enriched"	"Detected in single"	25	"NK-cells: 9.5"	"Cancer enhanced"	"Detected in all"		"Kidney cancer: 1620.4"	"Colon - Neutrophils"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			CAB068501	Uncertain				"Secreted to blood"	"Enzyme inhibitor"	NA	No	142000000	20000000	"Cluster 14: Non-specific - Unknown function"	"Cluster 11: Liver - Plasma proteins"	"Cluster 12: Non-specific - Vasculature"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 45: Non-specific - Mixed function"	15			"CAB068501: AB_1642775"	"unprognostic (1.72e-2)"	"unprognostic (2.62e-2)"	"unprognostic (6.80e-2)"	"unprognostic (4.90e-3)"	"unprognostic (3.34e-2)"	"unprognostic (1.35e-1)"	"unprognostic (3.57e-2)"	"potential prognostic unfavorable (1.69e-4)"	"potential prognostic unfavorable (2.87e-5)"	"unprognostic (3.77e-3)"	"unprognostic (9.10e-3)"	"unprognostic (1.35e-1)"	"unprognostic (3.14e-3)"	"unprognostic (1.90e-3)"	"unprognostic (1.94e-1)"	"potential prognostic unfavorable (4.74e-4)"	"unprognostic (1.34e-3)"	"validated prognostic unfavorable (1.13e-4)"	"validated prognostic unfavorable (4.14e-5)"	"unprognostic (5.39e-2)"	"unprognostic (2.82e-1)"	"potential prognostic unfavorable (4.02e-4)"	"unprognostic (1.93e-2)"	"unprognostic (2.44e-1)"	"unprognostic (1.76e-1)"	"unprognostic (1.08e-2)"	"unprognostic (2.12e-1)"	"potential prognostic unfavorable (7.06e-6)"	"unprognostic (2.98e-1)"	"unprognostic (1.03e-2)"	"unprognostic (5.80e-3)"
SHBG	"ABP, MGC126834, MGC138391, TEBG"	ENSG00000129214	"Sex hormone binding globulin"	P04278	17	7613946-7633382	"Cancer-related genes, Candidate cardiovascular disease genes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins"			"Cancer-related genes, FDA approved drug targets"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	5	"liver: 61.5"	"Cell type enhanced"	"Detected in some"		"Early spermatids: 51.9;Late spermatids: 124.0;Proximal enterocytes: 28.6"	"Low cell type specificity"	"Detected in many"			"Cancer enriched"	"Detected in some"	16	"Liver Hepatocellular Carcinoma (TCGA): 29.6"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in some"			"Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Testis - Late spermatids"	"Not detected"	"Not detected"												"Secreted to blood"	Transport	NA	NA		6100000000		"Cluster 83: Liver - Metabolism"	"Cluster 39: Astrocytes - Mixed function"	"Cluster 72: Neuronal - Signal transduction"	"Cluster 36: Late spermatids - Unknown function"							"unprognostic (7.32e-2)"				"unprognostic (2.94e-2)"	"unprognostic (5.73e-2)"					"unprognostic (4.41e-2)"	"unprognostic (2.36e-1)"	"unprognostic (2.20e-2)"												"unprognostic (3.24e-2)"		"unprognostic (2.77e-1)"		
SOST	"DAND6, VBCH"	ENSG00000167941	Sclerostin	Q9BQB4	17	43753738-43758791	"Disease related genes, FDA approved drug targets, Human disease related genes, Predicted secreted proteins"	"Wnt signaling pathway"	Heparin-binding	"Disease variant, FDA approved drug targets"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	12	"kidney: 13.0"	"Group enriched"	"Detected in some"	5	"B-cells: 1.6;Cholangiocytes: 1.9;Collecting duct cells: 5.8;Pancreatic endocrine cells: 1.7"	"Not detected"	"Not detected"			"Group enriched"	"Detected in some"	7	"Bladder Urothelial Carcinoma (TCGA): 7.8;Lung Squamous Cell Carcinoma (TCGA): 17.4"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Bladder cancer: 12.3;Rhabdoid: 19.6"		"Group enriched"	"Detected in some"	11	"basal ganglia: 1.7;cerebellum: 1.0"	"Not detected"	"Not detected"								"Secreted to extracellular matrix"	Other	NA	NA		350000		"Cluster 52: Kidney - Transmembrane transport"		"Cluster 7: Liver cancer - Metabolism"	"Cluster 73: B-cells - B-cell function"	17				"unprognostic (1.65e-1)"								"unprognostic (2.39e-1)"									"unprognostic (4.78e-2)"	"unprognostic (3.97e-1)"												
TEK	"CD202b, TIE-2, TIE2, VMCM, VMCM1"	ENSG00000120156	"TEK receptor tyrosine kinase"	Q02763	9	27109141-27230174	"Cancer-related genes, CD markers, Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins, RAS pathway related proteins"	Angiogenesis	"Kinase, Receptor, Transferase, Tyrosine-protein kinase"	"Cancer-related genes, Disease variant, FDA approved drug targets, Glaucoma"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"placenta: 44.7"	"Group enriched"	"Detected in some"	6	"Adipocytes: 67.0;Endothelial cells: 74.2;Lymphatic endothelial cells: 34.9;Microglial cells: 36.7;Oligodendrocyte precursor cells: 129.2"	"Group enriched"	"Detected in all"	8	"endothelial cell: 417.7;oligodendrocyte precursor cell: 143.8"	"Cancer enhanced"	"Detected in all"		"Kidney Renal Clear Cell Carcinoma (TCGA): 13.4"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in some"	6	"Rhabdoid: 17.5;testis cancer: 16.9"	"Adipose subcutaneous - Endothelial cells, Adipose visceral - Endothelial cells, Adrenal gland - Endothelial cells, Breast - Endothelial cells, Colon - Endothelial cells, Heart muscle - Endothelial cells, Kidney - Endothelial cells, Liver - Sinusoid Endothelial cells, Lung - Endothelial cells, Minor Salivary Gland - Endothelial cells, Pituitary gland - Endothelial cells, Prostate - Endothelial cells, Skeletal muscle - Endothelial cells, Stomach - Endothelial cells, Testis - Endothelial cells, Thyroid gland - Endothelial cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB010359, HPA073265"	Approved		Supported	"Plasma membrane,Centrosome,Basal body"	"Secreted to blood"	Receptor	NA	NA	7750000	8000000		"Cluster 7: Adipose tissue - Mixed function"	"Cluster 47: Endothelial cells - Vasculature"	"Cluster 48: Adipocytes & Endothelial cells - Angiogenesis"	"Cluster 41: Adipocytes & Endothelial cells - Mixed function"	14	"Plasma membrane"	"Centrosome, Basal body"	"CAB010359: AB_2203226, HPA073265: AB_2686592"	"unprognostic (2.08e-1)"	"unprognostic (3.02e-1)"	"unprognostic (7.64e-3)"	"unprognostic (4.21e-2)"	"unprognostic (3.16e-2)"	"unprognostic (5.78e-2)"	"unprognostic (2.56e-1)"	"unprognostic (8.83e-3)"	"unprognostic (4.71e-3)"	"unprognostic (3.04e-1)"	"validated prognostic favorable (3.45e-13)"	"validated prognostic favorable (5.48e-5)"	"unprognostic (4.39e-3)"	"validated prognostic favorable (1.01e-4)"	"validated prognostic favorable (8.49e-4)"	"unprognostic (2.27e-2)"	"unprognostic (3.43e-2)"	"unprognostic (6.68e-2)"	"unprognostic (1.65e-1)"	"unprognostic (1.82e-1)"		"unprognostic (7.71e-2)"	"unprognostic (1.10e-2)"	"unprognostic (1.11e-1)"	"unprognostic (1.48e-1)"	"unprognostic (6.37e-2)"	"unprognostic (1.74e-2)"	"unprognostic (3.60e-3)"	"unprognostic (3.71e-2)"	"unprognostic (5.25e-2)"	"unprognostic (6.63e-2)"
TFPI	"EPI, LACI, TFI, TFPI1"	ENSG00000003436	"Tissue factor pathway inhibitor"	P10646	2	187464230-187565760	"Candidate cardiovascular disease genes, FDA approved drug targets, Plasma proteins, Predicted secreted proteins"	"Blood coagulation, Hemostasis"	"Protease inhibitor, Serine protease inhibitor"	"FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"liver: 263.9;placenta: 184.8"	"Group enriched"	"Detected in many"	4	"Extravillous trophoblasts: 2784.0;Lymphatic endothelial cells: 1775.9;Syncytiotrophoblasts: 976.8"	"Group enriched"	"Detected in many"	4	"fibroblast: 151.6;pericyte: 575.2;vascular associated smooth muscle cell: 159.7"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Adrenal gland - Endothelial cells, Breast - Fibroblasts"	"Low region specificity"	"Detected in all"			"Not detected"	"Not detected"			"HPA005575, CAB020842"	Supported				"Secreted to blood"	"Blood coagulation"	NA	NA	58100000	170000000	"Cluster 2: Dendritic cells - Unknown function"	"Cluster 11: Liver - Plasma proteins"	"Cluster 23: Choroid plexus - Mixed function"	"Cluster 48: Adipocytes & Endothelial cells - Angiogenesis"	"Cluster 4: Extravillous trophoblasts - Unknown function"	1			"CAB020842: , HPA005575: AB_1080290"	"unprognostic (1.88e-1)"	"unprognostic (1.54e-1)"	"unprognostic (1.30e-1)"	"unprognostic (1.60e-3)"	"unprognostic (4.89e-2)"	"unprognostic (1.89e-1)"	"unprognostic (3.11e-1)"	"unprognostic (2.44e-1)"	"unprognostic (6.68e-2)"	"unprognostic (8.07e-2)"	"unprognostic (3.54e-3)"	"unprognostic (2.37e-1)"	"unprognostic (2.25e-1)"	"unprognostic (8.07e-2)"	"unprognostic (2.15e-1)"	"unprognostic (3.50e-2)"	"unprognostic (1.61e-1)"	"unprognostic (9.89e-3)"	"unprognostic (2.86e-1)"	"unprognostic (1.25e-1)"	"unprognostic (2.40e-1)"	"unprognostic (5.08e-3)"	"unprognostic (6.37e-2)"	"unprognostic (6.57e-2)"	"unprognostic (2.12e-2)"	"unprognostic (3.11e-2)"	"unprognostic (7.48e-3)"	"unprognostic (1.32e-2)"	"unprognostic (1.09e-1)"	"unprognostic (1.59e-2)"	"unprognostic (1.38e-1)"
TFRC	"CD71, p90, TFR1"	ENSG00000072274	"Transferrin receptor"	P02786	3	196012511-196082153	"Cancer-related genes, CD markers, Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins, Transporters"	"Endocytosis, Host-virus interaction"	"Host cell receptor for virus entry, Receptor, Transducer"	"Cancer-related genes, Disease variant, FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Erythroid cells: 451.2;monocytes: 612.3;Syncytiotrophoblasts: 467.6"	"Cell type enriched"	"Detected in all"	6	"endothelial cell: 425.2"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in many"		"non-classical monocyte: 9.2"	"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Adrenal gland - Adrenal cortex cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB000153, HPA028598"	Enhanced		Supported	Endosomes,Lysosomes	"Secreted to blood"	Receptor	NA	NA	1310000000	73000000	"Cluster 13: Non-specific - Mitochondria"	"Cluster 56: Non-specific - Unknown function"	"Cluster 52: Neurons & Synapses - Synaptic function"	"Cluster 51: Myeloma - Immunoglobulins"	"Cluster 58: Macrophages - Innate immune response"	138	"Endosomes, Lysosomes"		"CAB000153: AB_2533029, HPA028598: AB_10601599"	"unprognostic (1.60e-2)"	"unprognostic (3.39e-2)"	"unprognostic (5.13e-2)"	"potential prognostic unfavorable (1.85e-4)"	"unprognostic (2.38e-1)"	"unprognostic (1.11e-1)"	"unprognostic (8.70e-2)"	"potential prognostic unfavorable (1.03e-4)"	"unprognostic (5.60e-2)"	"potential prognostic unfavorable (5.77e-4)"	"unprognostic (3.95e-3)"	"unprognostic (1.14e-1)"	"unprognostic (1.88e-2)"	"validated prognostic unfavorable (9.59e-6)"	"validated prognostic unfavorable (4.51e-6)"	"unprognostic (2.55e-2)"	"unprognostic (8.36e-3)"	"unprognostic (1.66e-2)"	"potential prognostic favorable (9.13e-4)"	"unprognostic (1.15e-2)"	"unprognostic (9.70e-3)"	"unprognostic (9.81e-3)"	"unprognostic (6.19e-2)"	"unprognostic (1.12e-2)"	"unprognostic (2.82e-2)"	"unprognostic (1.80e-2)"	"unprognostic (9.43e-3)"	"unprognostic (3.05e-2)"	"unprognostic (5.45e-2)"	"unprognostic (2.02e-3)"	"unprognostic (7.72e-2)"
TGFBR2	"MFS2, TBR-ii, TBRII"	ENSG00000163513	"Transforming growth factor beta receptor 2"	P37173	3	30606601-30694142	"Cancer-related genes, Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins"	"Apoptosis, Differentiation, Growth regulation"	"Kinase, Receptor, Serine/threonine-protein kinase, Transferase"	"Aortic aneurysm, Cancer-related genes, Craniosynostosis, Disease variant, FDA approved drug targets, Hereditary nonpolyposis colorectal cancer"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Adipocytes: 389.3;Endothelial cells: 383.4;Fibroblasts: 209.7;Lymphatic endothelial cells: 308.2"	"Group enriched"	"Detected in many"	9	"central nervous system macrophage: 646.8;choroid plexus epithelial cell: 610.3;endothelial cell: 572.4;fibroblast: 371.1;leukocyte: 407.5;pericyte: 296.7;vascular associated smooth muscle cell: 163.8"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Colon - Endothelial cells, Heart muscle - Macrophages, Kidney - Endothelial cells, Pituitary gland - Endothelial cells, Stomach - Endothelial cells, Testis - Endothelial cells, Thyroid gland - Endothelial cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB073537, HPA074821"			Supported	"Plasma membrane"	"Secreted to blood"	Receptor	NA	NA		520000	"Cluster 20: Non-specific - DNA binding"	"Cluster 7: Adipose tissue - Mixed function"	"Cluster 42: Choroid plexus - Mitochondria"	"Cluster 44: Connective tissue cells - ECM organization"	"Cluster 41: Adipocytes & Endothelial cells - Mixed function"	94	"Plasma membrane"		"CAB073537: , HPA074821: "	"unprognostic (1.13e-1)"	"unprognostic (4.37e-1)"	"unprognostic (4.60e-2)"	"unprognostic (4.96e-3)"	"unprognostic (6.38e-2)"	"unprognostic (1.72e-1)"	"unprognostic (1.67e-1)"	"unprognostic (2.78e-2)"	"unprognostic (2.10e-1)"	"unprognostic (2.92e-3)"	"validated prognostic favorable (2.35e-7)"	"validated prognostic favorable (3.61e-4)"	"unprognostic (2.97e-1)"	"unprognostic (2.96e-1)"	"unprognostic (3.33e-2)"	"unprognostic (8.78e-2)"	"unprognostic (2.21e-1)"	"unprognostic (4.04e-2)"	"unprognostic (5.62e-2)"	"unprognostic (5.82e-3)"	"unprognostic (1.32e-3)"	"unprognostic (3.90e-2)"	"unprognostic (6.15e-2)"	"unprognostic (1.91e-1)"	"unprognostic (2.00e-1)"	"unprognostic (2.75e-3)"	"unprognostic (2.56e-1)"	"unprognostic (4.84e-2)"	"unprognostic (1.94e-2)"	"unprognostic (3.62e-2)"	"unprognostic (1.88e-1)"
TNF	"DIF, TNF-alpha, TNFA, TNFSF2"	ENSG00000232810	"Tumor necrosis factor"	P01375	6	31575565-31578336	"Cancer-related genes, Candidate cardiovascular disease genes, Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins"		Cytokine	"Cancer-related genes, FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"bone marrow: 20.9;lymphoid tissue: 6.3"	"Cell type enhanced"	"Detected in many"		"B-cells: 100.4;Hofbauer cells: 84.3;Langerhans cells: 59.4;Macrophages: 158.2;monocytes: 97.8;Secretory cells: 58.0;T-cells: 93.4"	"Group enriched"	"Detected in some"	144	"central nervous system macrophage: 11.6;leukocyte: 17.3"	"Cancer enriched"	"Detected in single"	4	"Ovary Serous Cystadenocarcinoma (TCGA): 2.1"	"Low region specificity"	"Detected in single"			"Immune cell enhanced"	"Detected in many"		"non-classical monocyte: 73.4"	"Group enriched"	"Detected in all"	6	"granulocytes: 22.7;monocytes: 73.4;T-cells: 41.4"	"Group enriched"	"Detected in many"	5	"Leukemia: 13.7;lymphoma: 34.9"	"Thyroid gland - T-cells"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in single"			CAB078469	Supported				"Secreted to blood"	Cytokine	NA	NA	10100		"Cluster 37: Monocytes & Neutrophils - Innate immune response"	"Cluster 81: Lymphoid tissue & Bone marrow - Innate immune response"	"Cluster 23: Choroid plexus - Mixed function"	"Cluster 55: Lymphoma - Immune response"	"Cluster 80: Non-specific - Transcription"	72			"CAB078469: AB_908070"			"unprognostic (4.29e-2)"					"unprognostic (3.12e-2)"							"unprognostic (2.61e-1)"					"unprognostic (1.68e-1)"	"unprognostic (2.63e-2)"		"unprognostic (1.56e-3)"								
