Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
HTR1B	"5-HT1B, 5-HT1DB, HTR1D2, S12"	ENSG00000135312	"5-hydroxytryptamine receptor 1B"	P28222	6	77460924-77463491	"FDA approved drug targets, G-protein coupled receptors, Predicted membrane proteins, Transporters"	Behavior	"G-protein coupled receptor, Receptor, Transducer"	"FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"brain: 2.9;placenta: 6.4;stomach 1: 4.9"	"Cell type enhanced"	"Detected in some"		"Horizontal cells: 1.9;Smooth muscle cells: 1.2"	"Cell type enhanced"	"Detected in some"		"endothelial cell: 4.7;medium spiny neuron: 4.3"	"Cancer enhanced"	"Detected in single"		"Testicular Germ Cell Tumor (TCGA): 1.2"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in some"	4	"Adrenocortical cancer: 8.0"	"Adipose subcutaneous - Smooth muscle cells, Adipose visceral - Smooth muscle cells, Lung - Smooth muscle cells, Skeletal muscle - Smooth muscle cells, Testis - Late spermatids"	"Region enriched"	"Detected in all"	4	"basal ganglia: 38.6"	"Region enhanced"	"Detected in many"		"basal ganglia: 12.0"	HPA028808	Enhanced		Approved	"Endoplasmic reticulum,Plasma membrane"			NA	NA				"Cluster 34: Non-specific - Mixed function"	"Cluster 56: Hypothalamus - Neuropeptide signaling"	"Cluster 48: Adipocytes & Endothelial cells - Angiogenesis"	"Cluster 32: Smooth muscle cells - Muscle contraction"	43	"Plasma membrane"	"Endoplasmic reticulum"	"HPA028808: AB_2672782"			"unprognostic (1.82e-2)"																				"unprognostic (1.86e-1)"						"unprognostic (5.19e-2)"		
HTR1D	"5-HT1D, HT1DA, HTRL, RDC4"	ENSG00000179546	"5-hydroxytryptamine receptor 1D"	P28221	1	23191895-23217502	"FDA approved drug targets, G-protein coupled receptors, Human disease related genes, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"	"FDA approved drug targets"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	6	"brain: 7.0;intestine: 8.3"	"Group enriched"	"Detected in some"	5	"Cholangiocytes: 5.7;Proximal enterocytes: 7.4"	"Cell type enhanced"	"Detected in some"		"eccentric medium spiny neuron: 8.1;medium spiny neuron: 6.1"	"Low cancer specificity"	"Detected in many"			"Region enhanced"	"Detected in all"		"midbrain: 25.4"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Adrenocortical cancer: 10.6"	"Colon - Colon enteroendocrine cells, Pancreas - Ductal cells, Testis - Late spermatids"																NA	NA				"Cluster 25: Small intestine - Absorption"	"Cluster 1: Neurons - Mixed function"	"Cluster 10: Ciliated cells - Ion channel activity"	"Cluster 22: Proximal enterocytes - Digestion"					"unprognostic (7.51e-3)"		"unprognostic (5.79e-3)"	"unprognostic (3.70e-2)"	"unprognostic (1.31e-1)"	"unprognostic (5.36e-3)"		"unprognostic (2.03e-2)"						"unprognostic (1.23e-3)"	"potential prognostic unfavorable (3.72e-9)"	"potential prognostic unfavorable (1.04e-4)"	"unprognostic (2.23e-3)"					"potential prognostic unfavorable (2.09e-4)"	"unprognostic (1.40e-1)"		"unprognostic (7.36e-3)"	"unprognostic (2.67e-1)"		"unprognostic (8.56e-2)"	"unprognostic (2.15e-1)"		
HTR1E	5-HT1E	ENSG00000168830	"5-hydroxytryptamine receptor 1E"	P28566	6	86937528-87016679	"FDA approved drug targets, G-protein coupled receptors, Plasma proteins, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"	"FDA approved drug targets"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"brain: 3.3;ovary: 4.1"	"Group enriched"	"Detected in some"	18	"Excitatory neurons: 121.1;Inhibitory neurons: 99.3"	"Cell type enhanced"	"Detected in many"		"mammillary body: 325.5"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in single"	7	"Neuroblastoma: 2.3"	"Colon - Colon enteroendocrine cells, Stomach - Chief cells"					"Low region specificity"	"Detected in many"			HPA004931	Approved						NA	NA				"Cluster 64: Neuronal - Transcription"	"Cluster 53: Neurons - Mixed function"	"Cluster 17: Neuroblastoma - Neuronal signaling"	"Cluster 69: Neurons - Neuronal signaling"	3			"HPA004931: AB_1856706"			"unprognostic (1.23e-3)"																												
HTR1F	"5-HT1F, HTR1EL"	ENSG00000179097	"5-hydroxytryptamine receptor 1F"	P30939	3	87792706-87993839	"FDA approved drug targets, G-protein coupled receptors, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"	"FDA approved drug targets"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"placenta: 1.7;retina: 3.5"	"Group enriched"	"Detected in some"	6	"Excitatory neurons: 224.7;Inhibitory neurons: 75.4"	"Cell type enhanced"	"Detected in many"		"pericyte: 44.6;vascular associated smooth muscle cell: 21.9"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Bone cancer: 1.4;Leukemia: 1.3;thyroid cancer: 1.8"	"Pituitary gland - Lactotropes"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			HPA005555	Uncertain						NA	NA			"Cluster 46: Basophils - Proteolysis"	"Cluster 76: Retina - Visual perception"	"Cluster 53: Neurons - Mixed function"	"Cluster 14: Myeloid leukemia - Innate immune response"	"Cluster 34: Neurons - Neuronal signaling"				"HPA005555: AB_1856708"			"unprognostic (1.19e-1)"					"unprognostic (3.95e-1)"																							
HTR2A	"5-HT2A, HTR2"	ENSG00000102468	"5-hydroxytryptamine receptor 2A"	P28223	13	46831546-46897076	"FDA approved drug targets, G-protein coupled receptors, Human disease related genes, Predicted membrane proteins, Transporters"	"Behavior, Host-virus interaction"	"G-protein coupled receptor, Host cell receptor for virus entry, Receptor, Transducer"	"FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	6	"brain: 18.8"	"Cell type enriched"	"Detected in some"	8	"Excitatory neurons: 79.0"	"Cell type enhanced"	"Detected in many"		"mammillary body: 206.5"	"Cancer enhanced"	"Detected in single"		"Glioblastoma Multiforme (TCGA): 1.2"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in single"		"Bile duct cancer: 2.6"	"Prostate - Fibroblasts, Thyroid gland - Smooth muscle cells"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			HPA014011	Enhanced						NA	NA				"Cluster 61: Brain - Neuronal signaling"	"Cluster 53: Neurons - Mixed function"	"Cluster 2: Mucus-secreting cells - Unknown function"	"Cluster 34: Neurons - Neuronal signaling"	5			"HPA014011: AB_1856709"						"unprognostic (6.03e-2)"	"unprognostic (2.00e-1)"	"unprognostic (2.34e-2)"																		"unprognostic (1.87e-2)"					
HTR2B	"5-HT(2B), 5-HT2B"	ENSG00000135914	"5-hydroxytryptamine receptor 2B"	P41595	2	231108230-231125042	"FDA approved drug targets, G-protein coupled receptors, Predicted membrane proteins, Transporters"	Behavior	"G-protein coupled receptor, Receptor, Transducer"	"FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"adrenal gland: 16.8;cervix: 20.7;endometrium 1: 18.2;smooth muscle: 16.2"	"Cell type enhanced"	"Detected in some"		"Endometrial stromal cells: 16.5;Microglial cells: 4.5;Peritubular cells: 4.8"	"Low cell type specificity"	"Detected in all"			"Cancer enhanced"	"Detected in many"		"Skin Cuteneous Melanoma (TCGA): 6.5"	"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in some"	15	"basophil: 1.9;T-reg: 1.0"	"Group enriched"	"Detected in many"	15	"granulocytes: 1.9;T-cells: 1.0"	"Group enriched"	"Detected in some"	7	"Rhabdoid: 18.6;skin cancer: 13.6"	"Adrenal gland - Adrenal cortex cells, Kidney - Fibroblasts"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"HPA012867, HPA063658"	Enhanced		Supported	Nucleoplasm			NA	NA				"Cluster 62: Connective tissue - ECM organization"	"Cluster 10: Cerebellum - Nucleic acid binding"	"Cluster 5: Rhabdoid - Unknown function"	"Cluster 9: Endometrial stromal cells - Transcription"	3	Nucleoplasm		"HPA012867: AB_1856710, HPA063658: AB_2685079"		"unprognostic (6.89e-2)"	"unprognostic (6.66e-2)"	"unprognostic (5.64e-2)"		"unprognostic (1.45e-1)"		"unprognostic (1.51e-3)"			"unprognostic (5.74e-3)"	"unprognostic (5.21e-2)"	"unprognostic (1.46e-2)"	"unprognostic (3.64e-2)"	"unprognostic (3.67e-3)"	"unprognostic (2.10e-2)"	"unprognostic (2.40e-1)"		"unprognostic (9.58e-2)"	"potential prognostic unfavorable (7.27e-4)"		"unprognostic (1.51e-1)"	"potential prognostic favorable (4.91e-4)"			"potential prognostic favorable (3.86e-4)"	"unprognostic (2.97e-2)"	"potential prognostic unfavorable (5.04e-5)"			"unprognostic (4.35e-2)"
HTR2C	"5-HT2C, 5HTR2C, HTR1C"	ENSG00000147246	"5-hydroxytryptamine receptor 2C"	P28335	X	114584078-114910061	"FDA approved drug targets, G-protein coupled receptors, Predicted membrane proteins"	Behavior	"G-protein coupled receptor, Receptor, Transducer"	"FDA approved drug targets"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	146	"brain: 28.1;choroid plexus: 107.4"	"Cell type enhanced"	"Detected in some"		"Excitatory neurons: 22.9;Inhibitory neurons: 52.3;Oligodendrocyte precursor cells: 9.4"	"Cell type enriched"	"Detected in all"	6	"choroid plexus epithelial cell: 14796.7"	"Cancer enhanced"	"Detected in single"		"Testicular Germ Cell Tumor (TCGA): 1.6"	"Region enriched"	"Detected in all"	12	"choroid plexus: 620.1"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Gallbladder cancer: 3.5;Myeloma: 2.6"		"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"										NA	NA				"Cluster 60: Choroid plexus - Transmembrane transport"	"Cluster 36: Choroid plexus - Mixed function"	"Cluster 51: Myeloma - Immunoglobulins"	"Cluster 69: Neurons - Neuronal signaling"	22																																"unprognostic (1.04e-1)"		
HTR4	5-HT4	ENSG00000164270	"5-hydroxytryptamine receptor 4"	Q13639	5	148446042-148677235	"FDA approved drug targets, G-protein coupled receptors, Predicted intracellular proteins, Predicted membrane proteins, Transporters"		"G-protein coupled receptor, Receptor, Transducer"	"FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	5	"brain: 2.9;heart muscle: 4.4;intestine: 8.8"	"Group enriched"	"Detected in some"	4	"Excitatory neurons: 40.6;Inhibitory neurons: 42.9"	"Cell type enhanced"	"Detected in many"		"hippocampal dentate gyrus: 298.5;mammillary body: 292.7;medium spiny neuron: 469.9"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in single"	4	"Rhabdoid: 2.1"	"Adrenal gland - Adrenal cortex cells, Pituitary gland - Lactotropes"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			HPA040591	Enhanced						NA	NA				"Cluster 45: Intestine - Digestion"	"Cluster 51: Neurons - Mixed function"	"Cluster 5: Rhabdoid - Unknown function"	"Cluster 8: Neurons - Neuronal signaling"	6			"HPA040591: AB_2677028"						"unprognostic (8.76e-2)"																				"unprognostic (3.37e-2)"					
HTR5A	5-HT5A	ENSG00000157219	"5-hydroxytryptamine receptor 5A"	P47898	7	155070324-155087392	"G-protein coupled receptors, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at transcript level"	"Tissue enriched"	"Detected in single"	19	"brain: 15.2"	"Cell type enhanced"	"Detected in some"		"Early spermatids: 10.8;Excitatory neurons: 7.3;Inhibitory neurons: 9.6;Late spermatids: 12.2;Sertoli cells: 2.7"	"Low cell type specificity"	"Detected in many"			"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Colon - Colon enteroendocrine cells, Testis - Early spermatids, Testis - Late spermatids, Thyroid gland - Parafollicular cells"	"Low region specificity"	"Detected in all"							CAB017467	Approved						NA	NA				"Cluster 65: Cerebellum - Nervous system development"	"Cluster 2: Neurons - Nucleosome"	"Cluster 11: Neuronal - Sensory perception"	"Cluster 69: Neurons - Neuronal signaling"				"CAB017467: AB_2122566"								"unprognostic (4.73e-2)"																							
HTR6	"5-HT6, 5-HT6R"	ENSG00000158748	"5-hydroxytryptamine receptor 6"	P50406	1	19664875-19680966	"FDA approved drug targets, G-protein coupled receptors, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"	"FDA approved drug targets"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in single"	6	"brain: 3.4"	"Cell type enhanced"	"Detected in some"		"Excitatory neurons: 1.6;Spermatogonia: 1.1"	"Cell type enhanced"	"Detected in many"		"medium spiny neuron: 15.5"	"Cancer enhanced"	"Detected in single"		"Kidney Renal Clear Cell Carcinoma (TCGA): 2.3"	"Region enhanced"	"Detected in many"		"basal ganglia: 22.4"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Bone cancer: 2.0;Rhabdoid: 3.2"		"Low region specificity"	"Detected in many"							HPA068165	Uncertain						NA	NA			"Cluster 11: T-cells - Unknown function"	"Cluster 33: Brain - Neuronal signaling"	"Cluster 33: Neurons - Mixed function"	"Cluster 5: Rhabdoid - Unknown function"	"Cluster 34: Neurons - Neuronal signaling"	12			"HPA068165: "											"unprognostic (7.33e-2)"	"unprognostic (1.62e-1)"																			
HTR7	5-HT7	ENSG00000148680	"5-hydroxytryptamine receptor 7"	P34969	10	90740823-90858039	"FDA approved drug targets, G-protein coupled receptors, Predicted membrane proteins, RAS pathway related proteins"		"G-protein coupled receptor, Receptor, Transducer"	"FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	5	"parathyroid gland: 12.7;testis: 8.5"	"Cell type enhanced"	"Detected in some"		"Early spermatids: 9.2;Excitatory neurons: 5.7;Inhibitory neurons: 23.4;Macrophages: 3.6;Spermatocytes: 10.9"	"Cell type enhanced"	"Detected in many"		"LAMP5-LHX6 and Chandelier: 134.7;mammillary body: 335.5"	"Group enriched"	"Detected in some"	4	"Bladder Urothelial Carcinoma (TCGA): 3.1;Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA): 2.5;Head and Neck Squamous Cell Carcinoma (TCGA): 5.0;Lung Squamous Cell Carcinoma (TCGA): 2.5;Testicular Germ Cell Tumor (TCGA): 1.5"	"Low region specificity"	"Detected in all"			"Immune cell enriched"	"Detected in single"	12	"myeloid DC: 1.4"	"Lineage enriched"	"Detected in single"	12	"dendritic cells: 1.4"	"Low cancer specificity"	"Detected in many"			"Testis - Early spermatids"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			"CAB022708, HPA065367, HPA073617"	Approved	Supported	Approved	"Nucleoplasm,Nuclear speckles,Plasma membrane,Primary cilium,Cytosol"			NA	NA			"Cluster 26: Monocytes - Plasma membrane proteins"	"Cluster 24: Parathyroid gland - Vesicular transport"	"Cluster 38: Sub-cortical - Mixed function"	"Cluster 72: Neuronal - Signal transduction"	"Cluster 8: Neurons - Neuronal signaling"	1	"Plasma membrane"	"Nucleoplasm, Nuclear speckles, Primary cilium, Cytosol"	"CAB022708: , HPA065367: , HPA073617: AB_2732228"	"unprognostic (1.43e-1)"		"unprognostic (3.78e-2)"	"unprognostic (1.54e-3)"				"unprognostic (8.63e-2)"	"unprognostic (1.48e-2)"			"unprognostic (9.57e-2)"						"unprognostic (1.76e-1)"	"unprognostic (1.58e-2)"				"unprognostic (3.13e-2)"						"unprognostic (1.50e-1)"		
KISS1R	"AXOR12, GPR54, HOT7T175"	ENSG00000116014	"KISS1 receptor"	Q969F8	19	917287-921005	"Disease related genes, G-protein coupled receptors, Human disease related genes, Potential drug targets, Predicted membrane proteins, Transporters"		"G-protein coupled receptor, Receptor, Transducer"	"Disease variant, Hypogonadotropic hypogonadism"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	5	"brain: 3.6;pancreas: 1.3;pituitary gland: 1.1"	"Cell type enriched"	"Detected in some"	11	"Extravillous trophoblasts: 52.4"	"Cell type enhanced"	"Detected in many"		"deep-layer near-projecting: 11.1;splatter: 7.8"	"Cancer enriched"	"Detected in many"	5	"Kidney Renal Clear Cell Carcinoma (TCGA): 9.9"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Myeloma: 13.1"		"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in some"			"HPA007156, HPA071913"	Approved		Supported	"Vesicles,Plasma membrane"			NA	NA				"Cluster 33: Brain - Neuronal signaling"	"Cluster 24: Neurons - Mixed function"	"Cluster 51: Myeloma - Immunoglobulins"	"Cluster 4: Extravillous trophoblasts - Unknown function"	3	"Plasma membrane"	Vesicles	"HPA007156: , HPA071913: AB_2686471"	"unprognostic (2.20e-1)"	"unprognostic (3.24e-1)"	"unprognostic (4.25e-1)"				"unprognostic (8.51e-3)"				"unprognostic (5.59e-2)"	"unprognostic (6.43e-3)"				"unprognostic (3.67e-2)"				"unprognostic (1.07e-2)"											"unprognostic (7.77e-2)"
LGR4	GPR48	ENSG00000205213	"Leucine rich repeat containing G protein-coupled receptor 4"	Q9BXB1	11	27365961-27472790	"Disease related genes, G-protein coupled receptors, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins"	"Biological rhythms, Differentiation, Immunity, Innate immunity, Spermatogenesis, Wnt signaling pathway"	"Developmental protein, G-protein coupled receptor, Receptor, Transducer"	Osteoporosis	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Astrocytes: 193.8;Glandular and luminal cells: 134.5;Syncytiotrophoblasts: 120.5"	"Cell type enhanced"	"Detected in all"		"bergmann glia: 615.4"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in all"			"Adipose visceral - Adipocytes (Visceral), Adrenal gland - Adrenal cortex cells, Minor Salivary Gland - Minor salivary gland basal cells, Skin - Outer root sheath cells, Testis - Sertoli cells, Thyroid gland - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA030267, HPA054350"	Uncertain		Approved	"Centriolar satellite,Centrosome,Basal body"			NA	NA				"Cluster 48: Stomach - Proteolysis"	"Cluster 44: Non-specific - Mixed function"	"Cluster 57: Stomach & Colon cancer - Digestion"	"Cluster 37: Glandular & Luminal cells - Unknown function"	20	Centrosome	"Centriolar satellite, Basal body"	"HPA030267: AB_10610004, HPA054350: "	"unprognostic (2.92e-3)"	"unprognostic (1.58e-2)"	"unprognostic (7.15e-2)"	"unprognostic (3.40e-2)"	"unprognostic (1.21e-1)"	"unprognostic (5.77e-3)"	"unprognostic (5.38e-3)"	"unprognostic (3.42e-1)"	"unprognostic (3.20e-1)"	"unprognostic (4.20e-1)"	"potential prognostic favorable (3.93e-9)"	"unprognostic (2.25e-3)"	"unprognostic (2.15e-1)"	"unprognostic (1.60e-1)"	"unprognostic (1.01e-1)"	"unprognostic (1.10e-3)"	"unprognostic (7.69e-3)"	"unprognostic (4.62e-2)"	"unprognostic (2.33e-2)"	"unprognostic (1.10e-1)"	"unprognostic (3.64e-1)"	"unprognostic (6.35e-3)"	"unprognostic (9.20e-2)"	"unprognostic (2.52e-1)"	"unprognostic (1.96e-2)"	"unprognostic (5.85e-2)"	"unprognostic (3.82e-2)"	"unprognostic (4.31e-1)"	"unprognostic (5.09e-1)"	"unprognostic (6.17e-2)"	"unprognostic (2.00e-1)"
LGR5	"FEX, GPR49, GPR67, HG38"	ENSG00000139292	"Leucine rich repeat containing G protein-coupled receptor 5"	O75473	12	71439798-71586310	"G-protein coupled receptors, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"fallopian tube: 16.3;placenta: 18.4;skeletal muscle: 21.5"	"Cell type enhanced"	"Detected in some"		"Cytotrophoblasts: 51.9;Glandular and luminal cells: 73.9;Oligodendrocyte precursor cells: 42.4;Oligodendrocytes: 97.7;Syncytiotrophoblasts: 25.1"	"Cell type enhanced"	"Detected in many"		"oligodendrocyte: 206.9;oligodendrocyte precursor cell: 85.7"	"Group enriched"	"Detected in many"	5	"Colon Adenocarcinoma (TCGA): 27.1;Ovary Serous Cystadenocarcinoma (TCGA): 14.4;Rectum Adenocarcinoma (TCGA): 29.4;Stomach Adenocarcinoma (TCGA): 9.2;Uterine Corpus Endometrial Carcinoma (TCGA): 35.6"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Neuroblastoma: 28.1"	"Adrenal gland - Adrenal cortex cells, Breast - Fibroblasts"	"Region enriched"	"Detected in many"	8	"olfactory bulb: 34.1"	"Low region specificity"	"Detected in many"			HPA012530	Approved		Approved	"Nucleoplasm,Vesicles,Primary cilium transition zone,Centrosome,Basal body"			NA	NA				"Cluster 14: Skeletal muscle - Muscle contraction"	"Cluster 30: White matter - Myelination"	"Cluster 16: Thyroid cancer - Neuronal signaling"	"Cluster 37: Glandular & Luminal cells - Unknown function"	3	"Nucleoplasm, Vesicles, Primary cilium transition zone"	"Centrosome, Basal body"	"HPA012530: AB_1849329"		"unprognostic (1.48e-1)"	"potential prognostic unfavorable (5.99e-5)"	"unprognostic (2.12e-1)"	"unprognostic (4.54e-1)"	"unprognostic (6.43e-2)"	"unprognostic (7.62e-2)"	"potential prognostic favorable (2.80e-4)"	"unprognostic (1.87e-3)"			"unprognostic (1.39e-1)"	"unprognostic (1.08e-3)"	"unprognostic (1.95e-1)"	"unprognostic (2.08e-1)"	"potential prognostic favorable (1.37e-4)"		"unprognostic (5.27e-2)"	"unprognostic (1.03e-1)"	"unprognostic (1.58e-1)"	"unprognostic (7.47e-2)"	"unprognostic (2.05e-1)"	"unprognostic (1.11e-2)"		"unprognostic (1.26e-1)"	"unprognostic (1.28e-1)"		"unprognostic (1.01e-1)"	"unprognostic (2.02e-1)"		"unprognostic (1.10e-1)"
